UNIT_COST,CONSUMER_EXTRA_BENEFIT,BALANCEDEDMODE_ATTR,DISPLAY-RANK,BENEFITS_16,RECHARGENAME_ATTR,BENEFITS_11,BENEFITS_10,BENEFITS_13,BENEFITS_12,BENEFITS_15,BENEFITS_14,UP_SELL,DATAUSAGE_ATTR,WEB-SELLABLE,ManufacturerName,READ_MORE,PROMO_ID,ITEM_ID,CONSUMER_SUB_CATEGORY,PROMOTION_TITLE_2,WEB_EXCLUSIVE_BENEFIT,CGRP_START_RANGE,RECHARGE_SUBTYPE,CONSUMER_PRODUCT_DESCRIPTION,WEB-VALIDITY,ETOPUPTYPE_ATTR,CONSUMER_PRODUCT_CATEGORY,OPEN_MARKET_FLAG,PRODUCT-SUB-CATEGORY,HOMEPAGE_DISPLAY_RANK,ONLINE_RECHARGE_FLAG,PROMOTION_TITLE,AUTO_RECHARGE_FLAG,CROSS_SELL,ETOPUP_SUBTYPE,ROAMING_TYPE,CESS,PRODUCT-NAME,IS_HARMONIZED,VOUCHER_COUNT,VOICE_LINE_2,INTENT_TYPE,APP-SELLABLE,VOICE_LINE_1,DEVICETYPE_ATTR,CONSUMER_PROMOTION,SERVICEVALIDITY_ATTR,TALKTIME_ATTR,PRODUCT-RATING,CROSS_SELL_CAPTION,APP_EXCLUSIVE_BENEFIT,TARGETED_CAMPAIGN,PRODUCT-CATEGORY,SRSUBTYPE_ATTR,RECCID_ATTR,HOMEPAGE_DISPLAY_FLAG,RECHARGEID_ATTR,STATUS,SGST,DATA_LINE_2,UP_SELL_CAPTION,COUNTRY,DATA_LINE_1,VOUCHER_AMOUNT,VOICE_PACK_TYPE,NEO_GOLD_PROD_CAT,WEB_SUB_CATEGORY_2,RETAILER_PRODUCT_DESCRIPTION,SERVICE_VALIDITY,SMS_COUNT_ATTR,WEB-EXCLUSIVE,VALIDITY_ATTR,BENEFITS_1,BENEFITS_2,NETWORKTYPE_ATTR,CHANNEL_ATTR,STATECODE_ATTR,OFFERTYPE_ATTR,BENEFITS_5,BENEFITS_6,BENEFITS_3,CGST,BENEFITS_4,RETAILER_EXTRA_BENEFIT,BENEFITS_9,SMS_LINE_1,SMS_LINE_2,BENEFITS_7,BENEFITS_8,TALKTIME_LINE_1,TALKTIME_LINE_2,NEO-SELLABLE,TOPFIVE_ATTR,RETAILER_PROMOTION,GST,COMBO_TYPE_ATTR,VOUCHER_ENABLED,PRODUCT-MKT-DESC,ACCESSFEE_ATTR,validity_days,cost_per_day
579,,false,2,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Claim via ViApp",,,,86016,1,ETOPUP,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 56 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS",,MH_0014_579_MH_0014_579,,,,579,Talktime,Post daily SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.,56 Days,Bonus card,,Y,,,Y,Extra 5GB Data for 3 days,0,,combo,,,Truly Unlimited,Y,,Calls,IOIP/MNP,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,56 Days,0,,,,Y#Y,Unlimited,Unlimited_DD,,Y,MH_0014_579,SUCCESS,,,,,1.5GB/Day,,local+STD,FR_399,,Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day. You can recharge with this plan and get the same benefits of the earlier Rs. 479 plan.,Y,,,56,,,,POWERHOUR,MH,truly unlimited calls~~weekend data rollover#Extra 5GB Data for 3 days,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,1,,,88.32,voice+internet,,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 56 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",490.68,56.0,10.339285714285714
249,,false,3,,Unlimited Calls + Data,,,,,,,,21504,1,ETOPUP,"Get 1 GB/Day + Unlimited Calls + 100 SMS/Day valid for 24 Days. Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_249_MH_0014_249,,,,249,Talktime,Post daily SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.,24 Days,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,,24 Days,0,,,,N#N,Unlimited,Unlimited_DD,,Y,MH_0014_249,SUCCESS,,,,,1GB/Day,,local+STD,,,Get 1GB/Day + Unlimited Calls + 100 SMS/Day valid for 24 days. You can recharge with this plan instead of Rs. 239 plan,Y,,,24,,,,POWERHOUR,MH,truly unlimited calls,,,,,,,,100 SMS/Day,,,,,,,,,37.98,voice+internet,,"Get 1 GB/Day + Unlimited Calls + 100 SMS/Day valid for 24 Days. Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",211.02,24.0,10.375
799,,false,14,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Dial 121249 or claim via ViApp",,,,118272,1,ETOPUP,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 77 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_799_MH_0014_799,,,,799,Talktime,"Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",77 Days,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,77 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_799,SUCCESS,,,,,1.5GB/Day,,local+STD,,,Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day. You can recharge with this plan and get the same benefits of the earlier Rs. 666 plan,Y,,,77,,,,POWERHOUR,MH,truly unlimited calls~~weekend data rollover,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,,,,121.88,voice+internet,,"Get 1.5 GB/Day + Unlimited Calls + 100 SMS/Day valid for 77 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",677.12,77.0,10.376623376623376
3799,,false,6,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Claim via ViApp",,,,729088,1,ETOPUP,"1 Yr Prime Video Mobile edition + 2GB/Day Data + Unlimited Calls  for 365 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_3799_MH_0014_3799,,,,3799,Talktime,"Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",365 Days,Bonus card,,Y,,5,Y,Premium Pack - Includes Prime,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,365 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_3799,SUCCESS,,,,,2GB/Day,,local+STD,,,Prime Video Mobile Edition for 365 Days #Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day. You can recharge with this plan and get the same benefits of the earlier Rs. 3199 plan,Y,,,365,,,,POWERHOUR,MH,truly unlimited calls~~1 year of Prime Video mobile~~weekend data rollover#Premium Pack - Includes Prime,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,Prime Video Mobile edition for 365 days,,,,,,,579.51,voice+internet,,"1 Yr Prime Video Mobile edition + 2GB/Day Data + Unlimited Calls  for 365 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",3219.49,365.0,10.408219178082192
625,,false,20,,Unlimited Calls + Data,,,,,,,,51200,1,ETOPUP,Get 50 GB + Unlimited Calls + 100 SMS/Day valid for 60 Days.  Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,,MH_0014_625_MH_0014_625,,,,625,Talktime,"Post daily quota usage, data will be charged at 50 p/MB & SMS charging will be Re 1 local & Re 1.5 national per SMS",60 Days,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,,60 Days,0,,,,N#N,Unlimited,Unlimited_DD,,Y,MH_0014_625,SUCCESS,,,,,50GB,,local+STD,,,Truly Unlimited Local & National Calls + 100 SMS/Day,Y,,,60,,,,POWERHOUR,MH,truly unlimited calls,,,,,,,,100 SMS/Day,,,,,,,,,95.34,voice+internet,,Get 50 GB + Unlimited Calls + 100 SMS/Day valid for 60 Days.  Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,529.66,60.0,10.416666666666666
299,,false,3,,Unlimited Calls + Data,,,,,,,,28672,1,ETOPUP,"Get 1 GB/Day + Unlimited Calls + 100 SMS/Day valid for 28 Days. Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_299_MH_0014_299,,,,299,Talktime,Post daily SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.,28 Days,Bonus card,,Y,,,Y,Revised Benefits,0,,combo,,,Truly Unlimited,Y,,Calls,IOIP/MNP,1,Truly Unlimited,,,28 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_299,SUCCESS,,,,,1GB/Day,,local+STD,FR_299,,Get 1GB/Day + Unlimited Calls + 100 SMS/Day valid for 28 days. You can recharge with this plan and get the same benefits of the earlier Rs. 269 plan,Y,,,28,,,,POWERHOUR,MH,truly unlimited calls#Revised Benefits,,,,,,,,100 SMS/Day,,,,,,1,,,45.61,voice+internet,,"Get 1 GB/Day + Unlimited Calls + 100 SMS/Day valid for 28 Days. Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",253.39,28.0,10.678571428571429
345,,false,19,,Unlimited Calls + Data,,,,,,,,25600,1,ETOPUP,Get 25 GB + Unlimited Calls + 100 SMS/Day valid for 30 Days.  Data tariff post quota completion will be charged at 50p/MB. Post SMS quota charging will be   Re 1 local  Re 1.5 STD per SMS.,,MH_0014_345_MH_0014_345,,,,345,Talktime,"Post daily quota usage, data will be charged at 50 p/MB & SMS charging will be Re 1 local & Re 1.5 national per SMS",30 Days,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,,30 Days,0,,,,N#N,Unlimited,Unlimited_DD,,Y,MH_0014_345,SUCCESS,,,,,25GB,,local+STD,,,Truly Unlimited Local & National Calls + 100 SMS/Day,Y,,,30,,,,POWERHOUR,MH,truly unlimited calls,,,,,,,,100 SMS/Day,,,,,,,,,52.63,voice+internet,,ADD-ON Data pack- 12 GB Data for 28 days. NO Service Validity. No Outgoing SMS.,292.37,30.0,11.5
4219,Truly Unlimited&&40 Mbps data&&365 days&&4165&&5408111189&&5387607662&&8384&&YBB,FALSE,7,,Hero Plus 2 GB,"Get 1 Yr access to Disney+ Hotstar Mobile + TV & enjoy online streaming of exclusive TV shows, serials, live sports, dubbed Hollywood movies",,,,,,,747520,1,ETOPUP,"Get unlimited Calls + 2 GB/day Data  for 365 Days +  YOU broadband plan for 365 Days + 1 Yr Disney+ Hotstar subscription + 365 Days subscription of SonyLiv. Fiber available in limited PIN codes of Aurangabad, Nagpur, Nashik, Pune.",,MH_0014_4219_Topaz_RECH_4165,,,,4219,Data,"Get unlimited Calls + 2 GB/day Data  for 365 Days +  YOU broadband plan for 365 Days + 1 Yr Disney+ Hotstar subscription + 365 Days subscription of SonyLiv. Fiber available in limited PIN codes of Aurangabad, Nagpur, Nashik, Pune.",365 Days,Unlimited,,Y,Recharge,,Y,Mobile+Fiber+OTT,0,,,,,Fiber Recharge,Y,,calls,IOIP/MNP,1,Unlimited,,,365 Days,0,,,,N#Y,Fiber,,,Y,Topaz_RECH_4165,SUCCESS,,Data,,,2GB/day,,,,,,Y,,,365,"Get 365 days access to Sony LIV Mobile + TV and enjoy online streaming of exclusive Sony Liv originals, regional & international content, Live TV & News, kids content & more",,4G,,MH,,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,0,,,643.58,,,,3575.42,365.0,11.558904109589042
4219,Truly Unlimited&&40 Mbps data&&365 days&&4165&&5408111381&&5387607662&&8384&&YBB,false,7,,Hero Plus 2 GB,"Get 1 Yr access to Disney+ Hotstar Mobile + TV & enjoy online streaming of exclusive TV shows, serials, live sports, dubbed Hollywood movies",,,,,,,747520,1,ETOPUP,"Get unlimited Calls + 2 GB/day Data  for 365 Days +  YOU broadband plan for 365 Days + 1 Yr Disney+ Hotstar subscription + 365 Days subscription of SonyLiv. Fiber available in limited PIN codes of Aurangabad, Nagpur, Nashik, Pune.",,MH_0014_4219_Topaz_INST_4165,,,,4219,Data,"Get unlimited Calls + 2 GB/day Data  for 365 Days +  YOU broadband plan for 365 Days + 1 Yr Disney+ Hotstar subscription + 365 Days subscription of SonyLiv. Fiber available in limited PIN codes of Aurangabad, Nagpur, Nashik, Pune.",365 Days,Unlimited,,Y,Installation,,Y,Mobile+Fiber+OTT,0,,,,,Fiber Installation,Y,,calls,IOIP/MNP,1,Unlimited,,,365 Days,0,,,,N#Y,Fiber,,,Y,Topaz_INST_4165,SUCCESS,,Data,,,2GB/day,,,FR_4225_4165,,,Y,,,365,"Get 365 days access to Sony LIV Mobile + TV and enjoy online streaming of exclusive Sony Liv originals, regional & international content, Live TV & News, kids content & more",,4G,,MH,,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,1,,,644.49,,,,3580.51,365.0,11.558904109589042
4219,,false,15,,Plan Voucher,"Get 1 year access to Disney+ Hotstar Mobile & enjoy online streaming of exclusive TV shows, serials, live sports, dubbed Hollywood movies",,,"Up to 2GB of backup Data every month, at no extra cost. Dial 121249 or claim via ViApp",,,,747520,1,ETOPUP,"This pack is only valid as a composite pack along with You Broadband, to Recharge, please visit Vi-One tab.",,MH_0014_4219_MH_0014_4219,Voice,,,4219,Talktime,"This pack is only valid as a composite pack along with You Broadband, to Recharge, please visit Vi-One tab.",365 Days,Plan Voucher,Others,Y,,,Y,Only Available with Vi One Fiber plan,0,,,,,VAS,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,365 Days,0,,,,N#Y,Voice,,,Y,MH_0014_4219,SUCCESS,,,,,2GB/Day,,,,,"This pack is not available as a standalone plan. To recharge with this pack, please visit Fiber section on Vi app or website.",Y,,,365,"Get 365 days access to Sony LIV Mobile + TV and enjoy online streaming of exclusive Sony Liv originals, regional & international content, Live TV & News, kids content & more",,,,MH,,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,,,,643.58,voice+internet,,"This pack is only valid as a composite pack along with You Broadband, to Recharge, please visit Vi-One tab.",3575.42,365.0,11.558904109589042
4219,Truly Unlimited&&100 Mbps data&&365 days&&7930&&5408109845&&5387607406&&12149&&YBB,false,7,,Hero Plus 2 GB,"Get 1 Yr access to Disney+ Hotstar Mobile + TV & enjoy online streaming of exclusive TV shows, serials, live sports, dubbed Hollywood movies",,,,,,,747520,1,ETOPUP,"Get unlimited Calls + 2 GB/day Data  for 365 Days +  YOU broadband plan for 365 Days + 1 Yr Disney+ Hotstar subscription + 365 Days subscription of SonyLiv. Fiber available in limited PIN codes of Aurangabad, Nagpur, Nashik, Pune.",,MH_0014_4219_Topaz_INST_7930,,,,4219,Data,"Get unlimited Calls + 2 GB/day Data  for 365 Days +  YOU broadband plan for 365 Days + 1 Yr Disney+ Hotstar subscription + 365 Days subscription of SonyLiv. Fiber available in limited PIN codes of Aurangabad, Nagpur, Nashik, Pune.",365 Days,Unlimited,,Y,Installation,,Y,Mobile+Fiber+OTT,0,,,,,Fiber Installation,Y,,calls,IOIP/MNP,1,Unlimited,,,365 Days,0,,,,N#Y,Fiber,,,Y,Topaz_INST_7930,SUCCESS,,Data,,,2GB/day,,,FR_4225_7930,,,Y,,,365,"Get 365 days access to Sony LIV Mobile + TV and enjoy online streaming of exclusive Sony Liv originals, regional & international content, Live TV & News, kids content & more",,4G,,MH,,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,1,,,644.49,,,,3580.51,365.0,11.558904109589042
4219,Truly Unlimited&&100 Mbps data&&365 days&&7930&&5408109653&&5387607406&&12149&&YBB,false,7,,Hero Plus 2 GB,"Get 1 Yr access to Disney+ Hotstar Mobile + TV & enjoy online streaming of exclusive TV shows, serials, live sports, dubbed Hollywood movies",,,,,,,747520,1,ETOPUP,"Get unlimited Calls + 2 GB/day Data  for 365 Days +YOU broadband plan for 365 Days + 1 Yr Disney+ Hotstar subscription + 365 Days subscription of SonyLiv. Fiber available in limited PIN codes of Aurangabad, Nagpur, Nashik, Pune.",,MH_0014_4219_Topaz_RECH_7930,,,,4219,Data,"Get unlimited Calls + 2 GB/day Data  for 365 Days +YOU broadband plan for 365 Days + 1 Yr Disney+ Hotstar subscription + 365 Days subscription of SonyLiv. Fiber available in limited PIN codes of Aurangabad, Nagpur, Nashik, Pune.",365 Days,Unlimited,,Y,Recharge,,Y,Mobile+Fiber+OTT,0,,,,,Fiber Recharge,Y,,calls,IOIP/MNP,1,Unlimited,,,365 Days,0,,,,N#Y,Fiber,,,Y,Topaz_RECH_7930,SUCCESS,,Data,,,2GB/day,,,,,,Y,,,365,"Get 365 days access to Sony LIV Mobile + TV and enjoy online streaming of exclusive Sony Liv originals, regional & international content, Live TV & News, kids content & more",,4G,,MH,,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,0,,,643.58,,,,3575.42,365.0,11.558904109589042
649,,false,12,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Claim via ViApp",,,,114688,1,ETOPUP,"Get 2 GB/Day + Unlimited Calls + 100 SMS/Day valid for 56 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_649_MH_0014_649,,,,649,Talktime,"Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",56 Days,Bonus card,,Y,,,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,56 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_649,SUCCESS,,,,,2GB/Day,,local+STD,,,Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day. You can recharge with this plan and get the same benefits of the earlier Rs. 539 plan,Y,,,56,,,,POWERHOUR,MH,truly unlimited calls~~weekend data rollover,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,,,,99.00,voice+internet,,"Get 2 GB/Day + Unlimited Calls + 100 SMS/Day valid for 56 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",550.00,56.0,11.589285714285714
979,,false,11,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Dial 121249 or claim via ViApp",,,,172032,1,ETOPUP,"Get 2 GB/Day + Unlimited Calls + 100 SMS/Day for 84 Days. Enjoy Unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_979_MH_0014_979,,,,979,Talktime,"Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",84 Days,Bonus card,,Y,,8,Y,,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,84 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_979,SUCCESS,,,,,2GB/Day,,local+STD,,,Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day. You can recharge with this plan and get the same benefits of the earlier Rs. 839 plan,Y,,,84,,,,POWERHOUR,MH,truly unlimited calls~~weekend data rollover,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,,,,149.34,voice+internet,,"Get 2 GB/Day + Unlimited Calls + 100 SMS/Day for 84 Days. Enjoy Unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",829.66,84.0,11.654761904761905
994,,false,19,,Unlimited Calls + Data,"Get 3 Months access to Disney+ Hotstar Mobile & enjoy online streaming of exclusive TV shows, serials, live sports, dubbed Hollywood movies",,,"Up to 2GB of backup Data every month, at no extra cost. Dial 121249 or claim via ViApp",,,,172032,1,ETOPUP,"3 Months Disney+ Hotstar Mobile subscription; 2GB/Day + Unlimited Calls + 100 SMS/Day for 84 Days; Enjoy Night data without limits from 12am to 6am! Carry Mon-Fri s unused data into Sat-Sun. At NO extra cost! Visit bit.ly/Vi-WDR to know more;  Post daily quota usage, data speed will be upto 64Kbps. Post daily 100 SMS limit charging will be Re 1 local  Re 1.5 STD per SMS",,MH_0014_994_MH_0014_994,,,,994,Talktime,"Post daily quota usage, data speed will be upto 64Kbps & SMS charging will be Re 1 local & Re 1.5 national per SMS",84 Days,Bonus card,,Y,,,Y,Premium Pack - Includes Hotstar,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,84 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_994,SUCCESS,,,,,2GB/Day,,local+STD,,,3 Months Disney+ Hotstar Mobile subscription #Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day,Y,,,84,,,,POWERHOUR,MH,truly unlimited calls~~3 Months of Disney + Hotstar mobile~~weekend data rollover#Premium Pack - Includes Hotstar,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,,,,,,,,151.63,voice+internet,,"3 Months Disney+ Hotstar Mobile subscription; 2GB/Day + Unlimited Calls + 100 SMS/Day for 84 Days; Enjoy Night data without limits from 12am to 6am! Carry Mon-Fri s unused data into Sat-Sun. At NO extra cost! Visit bit.ly/Vi-WDR to know more;  Post daily quota usage, data speed will be upto 64Kbps. Post daily 100 SMS limit charging will be Re 1 local  Re 1.5 STD per SMS",842.37,84.0,11.833333333333334
996,,false,19,,Unlimited Calls + Data,,,,"Up to 2GB of backup Data every month, at no extra cost. Claim via ViApp",,,,184320,1,ETOPUP,"Get Prime Lite subscription for 90 Days + 2 GB/Day + Unlimited Calls + 100 SMS/Day valid for 84 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",,MH_0014_996_MH_0014_996,,,,996,Talktime,Post daily SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.,84 Days,Bonus card,,Y,,,Y,Premium Pack - Includes Prime Lite,0,,combo,,,Truly Unlimited,Y,,Calls,,1,Truly Unlimited,,Weekend Roll over is a data saver functionality wherein unused daily data quota from the weekdays is accumulated and is made available for use only on the weekends i.e. Saturday & Sunday,84 Days,0,,,,N#Y,Unlimited,Unlimited_DD,,Y,MH_0014_996,SUCCESS,,,,,2GB/Day,,local+STD,,,Prime Lite access for 90 Days #Exclusive - Vi Hero Unlimited #12am to 6am Unlimited Data #Carry unused Data from Mon-Fri into the weekend #Up to 2 GB backup data/month #Truly Unlimited Local & National Calls + 100 SMS/Day,Y,,,84,,,,POWERHOUR,MH,truly unlimited calls~~Prime LITE subscription for 90 Days~~weekend data rollover#Premium Pack - Includes Prime Lite,,,"Surf, stream, share all you want from 12 midnight to 6am without pack deduction, at no extra cost!",,,,Weekend Data Rollover,100 SMS/Day,,Get 90 Days subscription of Prime LITE and enjoy Prime Video content on 2 devices (TV or Mobile) in HD(720p) and FREE 1-day delivery.,,,,,,,151.93,voice+internet,,"Get Prime Lite subscription for 90 Days + 2 GB/Day + Unlimited Calls + 100 SMS/Day valid for 84 Days. Enjoy unlimited Night data from 12am to 6am! Carry Mon-Fri unused data into Sat-Sun. 2GB of backup Data every month at no extra Cost! Post daily quota, data speed will be upto 64Kbps. Post daily  SMS quota charges applicable at Rs 1/1.5 for Local/STD SMS.",844.07,84.0,11.857142857142858
